pathway	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
PWY490-3	2646.7251	1647.5654	3491.1684	9144.6959	5692.4309	3779.7243	2887.7682	1027.7822	6219.6651	1859.1208	6947.4874	8543.1692	7375.6557	2472.3518	6766.3443	3318.167	3532.2046	1894.0593	1392.3251	4543.5609	3093.9222	4507.6589	6376.9931	6879.625	nitrate reduction VI (assimilatory)
PWY4FS-7	39893.1228	21014.0707	39745.8343	29818.2999	33584.3964	31678.4277	33563.1209	21925.7651	38267.6592	19178.5664	42745.5155	40130.9379	37914.7335	31273.7501	31143.1942	32789.6058	38091.8072	30584.647999999997	31035.6941	31316.7308	36544.6183	38095.8274	34924.0072	35701.4165	phosphatidylglycerol biosynthesis I (plastidic)
PWY4FS-8	39893.1228	21014.0707	39745.8343	29818.2999	33584.3964	31678.4277	33563.1209	21925.7651	38267.6592	19178.5664	42745.5155	40130.9379	37914.7335	31273.7501	31143.1942	32789.6058	38091.8072	30584.647999999997	31035.6941	31316.7308	36544.6183	38095.8274	34924.0072	35701.4165	phosphatidylglycerol biosynthesis II (non-plastidic)
PWYG-321	22358.0605	38364.2226	15138.1721	39852.4091	55129.4931	54723.4888	27745.5036	48442.8343	35653.1565	15061.4313	12541.6143	30726.6072	30767.3219	40678.0563	26214.1175	26915.0231	21471.935	30148.1538	28022.729	41423.4712	36715.4623	33200.9705	43194.8149	6854.6265	mycolate biosynthesis
PYRIDNUCSAL-PWY	25616.7221	25182.7061	31718.1581	32225.6055	38147.7062	40112.0613	27077.4675	39721.8845	37381.0225	13099.167	35641.3766	35445.3507	31999.2086	34121.6999	25982.3229	28077.1663	33170.3311	30739.0075	29550.4388	35364.0251	37316.741	32208.8199	34796.666	29094.6296	NAD salvage pathway I
PYRIDNUCSYN-PWY	35810.8092	23677.6149	33811.2922	28670.0093	37748.0696	37605.2261	31844.1503	40584.1162	37421.0082	15727.1652	35727.7112	34829.7401	31671.1536	33775.348	25482.0972	30924.1955	34800.7824	31465.9416	32337.4888	35300.4246	36186.9525	34465.3726	31920.9145	28041.9756	NAD biosynthesis I (from aspartate)
PYRIDOXSYN-PWY	7971.9331	8720.0852	7892.4812	14997.4856	8149.93	14801.0585	11295.8314	9101.4532	13738.2711	11965.178	19720.8561	14069.3557	7194.4671	14613.8568	5964.3163	7567.2392	15546.7884	11423.3895	18645.2999	16535.9584	13699.9305	11547.3168	9721.5394	9167.2301	pyridoxal 5'-phosphate biosynthesis I
REDCITCYC	3977.7724	146.5783	3816.0029	2289.5081	827.5199	2879.0941	3041.8112	341.5349	12612.0893	7635.6077	1297.3993	581.6725	562.3397	1395.8906	962.8665	1486.5885	2325.2204	3400.5888	1848.8908	748.2598	3641.3702	1426.3963	438.4357	1106.2349	TCA cycle VIII (helicobacter)
RHAMCAT-PWY	11014.4249	20971.1832	8494.5534	23220.6146	26528.5865	34055.5926	13113.4868	36536.1001	19984.1642	7258.0896	18021.9956	18985.2218	14796.9899	23752.4028	11322.9654	13574.1657	15285.9598	16149.8338	19780.7581	25938.6557	21164.4665	14893.01	21386.1841	10023.6733	L-rhamnose degradation I
RIBOSYN2-PWY	35348.174	26168.2009	33891.6411	34850.4566	38472.9451	42095.4921	31531.9486	43651.4201	37722.87	17269.741	36728.8332	36191.8987	31830.9527	35203.2645	27181.0084	31296.6146	34960.2729	32863.8201	31400.3884	37270.865	38947.8029	35295.3501	36124.602	27904.9949	flavin biosynthesis I (bacteria and plants)
RUMP-PWY	1620.8779	1476.6617	1612.9743	1045.8419	1314.4671	2062.2508	3724.6357	743.4855	308.8876	1259.244	627.7221	3969.4996	1063.6189	2112.5591	1751.6883	2605.3637	2089.706	1162.8429	1589.9432	389.1831	408.5056	267.1296	2634.3706	699.8062	formaldehyde oxidation I
SALVADEHYPOX-PWY	24256.3715	3140.1021	13400.9807	8262.5662	4962.1356	6697.5178	15811.6163	4424.7142	6811.7048	10023.5687	8015.3818	9319.4461	11019.2867	7220.0218	7179.526999999999	12592.8668	12481.0553	13631.6513	6588.2697	4940.8376	9297.3766	12490.728000000001	6263.6526	10371.8994	adenosine nucleotides degradation II
SER-GLYSYN-PWY	41739.5051	28690.6495	37970.9885	38611.9682	41815.3694	43786.8547	35734.7208	46359.2607	44123.3682	16198.0536	41949.1242	43141.8372	39705.0189	37527.7637	31920.2269	35123.115	39592.5463	37680.23	33298.8674	38644.1355	41656.8836	40224.3549	38927.1198	35446.7206	superpathway of L-serine and glycine biosynthesis I
SO4ASSIM-PWY	6888.4663	7706.4988	4693.454000000001	9810.3294	6412.0441	2107.6261	8146.3009999999995	4105.3277	10788.7132	16215.0328	19516.6419	11526.3314	9506.5284	5698.4376	8730.8199	7161.7994	6049.933000000001	7898.2106	12813.3205	6140.1689	5720.7762	5550.2705	6631.1326	6730.9759	sulfate reduction I (assimilatory)
SUCSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.8757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sucrose biosynthesis I (from photosynthesis)
SULFATE-CYS-PWY	12664.8451	13278.343	9180.5762	17139.8761	12101.8558	4481.3095	14534.2624	8295.7076	18859.8654	15995.5128	28784.3373	19799.7898	16415.2809	10969.0217	14799.0499	12933.4248	11514.0531	14290.2624	20248.0951	11726.1097	11005.2103	10808.2535	12435.2712	12339.7425	superpathway of sulfate assimilation and cysteine biosynthesis
TCA	26938.6363	21563.3495	20849.8199	30281.3085	23090.7863	30489.9294	25540.9055	40248.2077	31960.7217	19821.9382	36784.4842	27689.616	16980.6159	27148.7422	17920.7346	22870.2496	19898.3304	28369.7042	33579.9279	25505.0264	23583.638	22726.8046	23804.6996	11671.4668	TCA cycle I (prokaryotic)
TCA-GLYOX-BYPASS	172.6894	58.1295	2308.9409	281.7313	88.6161	64.4698	3026.4082	218.0138	1.7988	7385.5908	580.9138	592.6084	0.8836	48.9575	68.0039	58.9662	688.4685	3531.8771	1737.217	0.0	1745.8264	163.9568	221.6348	78.0962	superpathway of glyoxylate bypass and TCA
TEICHOICACID-PWY	1449.6609	2890.2525	4037.303	2508.3763	1660.9345	2599.8897	4990.2572	1272.9402	5127.0102	731.4705	2712.8797	6824.4445	1919.1235	3716.7114	2635.9828	3661.208	2755.0239	2771.1773	2645.6212	1647.0474	2933.6694	1779.2808	4601.7721	4475.048	teichoic acid (poly-glycerol) biosynthesis
THISYN-PWY	25159.5772	27305.6154	21729.2609	33988.9258	35805.1571	40111.2237	27410.1048	43978.6197	28525.3681	18731.0846	34292.348	30974.942000000003	24575.1767	34366.9948	22799.0857	27295.1885	30672.167999999998	29083.7741	31702.5237	36362.837999999996	34478.049	29153.6838	31799.6212	20820.5187	superpathway of thiamin diphosphate biosynthesis I
THREOCAT-PWY	0.0	1.7251	0.0	286.0931	0.0	90.8908	73.405	0.0	0.0	3057.7097	2.7879	0.0	1.2857	0.0	17.4111	3.5463	57.9857	8.2041	33.7232	0.0	9.5948	14.2483	5.3089	34.4228	superpathway of L-threonine metabolism
THRESYN-PWY	47614.3922	33325.6725	41685.8472	44210.7994	48718.9012	51434.8428	41441.387	52353.1031	46966.8834	16100.4857	47183.4078	48165.2146	43508.7178	44026.3788	35534.4196	40865.6446	45475.4077	41616.6756	38660.7049	43802.8669	47735.8981	44495.2381	44914.3455	38513.8599	superpathway of L-threonine biosynthesis
TRNA-CHARGING-PWY	42499.2047	28543.4948	38821.2486	39719.7146	42834.4619	43982.8557	37256.0695	44344.9407	43301.10400000001	18232.7174	42321.7375	43303.8617	39745.5766	38365.321	33094.4526	36643.5828	40682.0782	37880.3901	35265.6904	39180.3308	42864.6668	40863.2094	40491.0566	35827.8362	tRNA charging
TRPSYN-PWY	34342.7248	27716.2885	34196.3861	33210.1945	40386.7077	43648.7609	33160.7368	45548.2695	36692.6152	19734.0906	36108.0187	36342.4392	30803.0557	35446.289	27089.0555	31158.1099	32497.6351	30162.2449	34819.987	35398.8708	36443.7817	32779.2028	36882.899	26661.7343	L-tryptophan biosynthesis
TYRFUMCAT-PWY	26.7402	3.1571	505.0071	0.0	0.0	0.0	11.9507	33.0936	1748.1088	0.0	8.2057	6.4048	6.2449	4.2839	5.4524	32.0298	12.2175	263.5033	267.9792	1.5621	0.0	4.1639	8.802	0.0	L-tyrosine degradation I
UBISYN-PWY	531.9406	163.4538	3600.1568	492.3347	26.3621	45.1289	2632.3117	902.6954	1200.868	5339.2811	516.4811	2011.7942	41.1477	2077.2282	378.9825	3278.2039	688.2573	2267.4756	1580.817	1633.5795	1405.4256	1167.9174	615.4417	503.1676	superpathway of ubiquinol-8 biosynthesis (prokaryotic)
UDPNAGSYN-PWY	32052.5335	10167.5636	28997.9695	20349.3063	19466.4857	13996.7525	22855.1057	16449.7328	19035.0287	7501.0818	20403.3949	26433.3629	27150.0581	16746.374	21716.8187	22699.1788	22318.591	22349.8862	15970.0254	15247.5093	22509.8965	26500.8049	23125.8568	24927.0248	UDP-N-acetyl-D-glucosamine biosynthesis I
VALDEG-PWY	11.9666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-valine degradation I
VALSYN-PWY	48264.0321	30613.4842	44401.5783	42812.4456	49454.5376	50467.1981	42817.1423	50016.9939	50742.0818	21555.6154	53500.0808	50764.5082	46103.6224	44744.5154	37809.4799	40402.2256	45404.7567	41264.3067	40637.0227	44556.4259	46050.8872	45221.062000000005	45600.2563	40786.2569	L-valine biosynthesis
