PID	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	Pathway	Pathway1	Pathway2
ko04614	4137.0	7710.0	2153.55	5047.5999999999985	2513.7	5269.15	2582.9	1670.35	6295.2	572.2	8929.75	1849.4	2157.4	4234.75	4788.7	3203.15	2115.0	2267.7	4723.0	5321.7	2334.2	4907.75	1621.6	1911.7	Renin-angiotensin system	Organismal Systems	Endocrine system
Replication and repair	301409.0200000001	197214.23999999993	269449.49000000005	317116.65	304592.06	289854.09	312593.9700000001	440286.35000000003	311513.89999999997	269258.94000000006	345658.44	384504.43000000005	325701.5300000001	296039.9	262567.88	251120.65000000005	286392.78000000014	355459.69	243095.5700000001	267267.89	330562.8999999999	271662.74	320239.93999999994	274780.15	Replication and repair	Not Included in Pathway or Brite	Unclassified: genetic information processing
ko00830	12091.2	20323.969999999998	11648.07	23459.88	26188.22	27028.32	18148.26	41410.29	19885.469999999998	18794.61	17914.69	19063.2	17687.230000000003	19010.72	12794.75	18814.83	15045.64	17389.620000000003	20489.020000000004	23351.33	19041.449999999997	19368.750000000004	22305.449999999997	9347.35	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
ko04723	0.0	0.5	1.5	0.0	0.0	8.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	1.5	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
ko05323	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rheumatoid arthritis	Human Diseases	Immune disease
ko00740	180079.28	137570.35	166364.35	183611.51	199578.25	219347.82	166885.04	229381.4500000001	194004.18	104537.55000000002	188478.61000000004	187580.72999999998	162065.40000000002	181689.72000000003	139847.54	155631.35999999996	175493.46000000002	175902.85000000003	160801.86000000004	192945.62	203907.59999999998	177916.47	187585.49999999997	140046.63999999998	Riboflavin metabolism	Metabolism	Metabolism of cofactors and vitamins
ko03011	2192250.660000002	1449761.6199999992	1993321.459999999	1995679.6899999983	2188100.1799999983	2268896.599999999	1901770.5100000014	2307020.870000003	2173993.1500000004	914005.6100000009	2124409.4499999997	2204178.0600000015	2018020.6800000006	1967325.5500000014	1681868.9200000013	1879358.720000001	2080559.4700000025	1953820.42	1808444.5800000022	2011471.5600000026	2184428.4300000006	2067200.4200000004	2068540.8499999992	1813903.4800000014	Ribosome	Brite Hierarchies	Protein families: genetic information processing
ko03010	2192250.660000002	1449761.6199999992	1993321.459999999	1995679.6899999983	2188100.1799999983	2268896.599999999	1901770.5100000014	2306975.870000003	2173993.1500000004	914005.6100000009	2124409.4499999997	2204178.0600000015	2018020.6800000006	1967325.5500000014	1681868.9200000013	1879358.720000001	2080559.4700000025	1953820.42	1808444.5800000022	2011471.5600000026	2184428.4300000006	2067200.4200000004	2068540.8499999992	1813903.4800000014	Ribosome	Genetic Information Processing	Translation
ko03009	1677003.2000000018	1073950.98	1615798.2499999995	1529047.1199999996	1688823.8500000006	1699637.1600000006	1477519.2900000014	1641140.7700000019	1739444.73	783518.8200000001	1710915.4799999984	1735553.4899999993	1617474.3499999992	1485624.5299999998	1333971.1600000001	1445729.2200000007	1604067.8599999994	1477309.28	1342012.9600000011	1515888.710000001	1696989.2900000014	1632008.1799999997	1630509.0299999986	1466149.91	Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing
ko03008	44704.52	28930.59	38430.26	40396.320000000014	42099.79	42535.0	41072.310000000005	44205.13000000001	41213.23	20357.430000000004	40830.81	43104.44	39950.56	40021.700000000004	33593.520000000004	36894.36	39719.94	39223.17999999999	37915.66	38698.87	44560.32	40106.88	43017.5	34530.29	Ribosome biogenesis in eukaryotes	Genetic Information Processing	Translation
ko04970	3701.0	5577.53	3935.02	5266.73	10511.42	1020.83	4116.130000000001	3856.37	5159.3	12461.68	7910.009999999998	9063.4	4934.81	7108.56	5477.940000000001	7634.790000000003	6591.4400000000005	7460.68	11623.66	3077.03	10818.32	2174.62	3119.890000000001	3918.78	Salivary secretion	Organismal Systems	Digestive system
ko05132	197618.74000000002	131321.28000000006	183656.84000000003	177887.53999999998	204789.57000000004	206134.55	164857.22000000003	190464.04000000004	188860.73	70760.51999999999	207088.00000000003	186911.4	187715.92000000004	176141.82	144956.59	160725.49	176255.43	168457.09999999998	152192.98000000004	190088.45	196796.71999999997	183591.33	187753.50999999998	158017.62	Salmonella infection	Human Diseases	Infectious disease: bacterial
ko00121	55450.090000000004	35976.42	62049.439999999995	55035.91	67557.32	70211.20999999999	60094.67000000001	54003.399999999994	78391.46000000002	19855.64	70507.44	71748.68	64886.92999999999	59159.990000000005	50449.31	48540.759999999995	65738.97	52047.84	51777.34	63860.79	62174.520000000004	66342.17000000001	58462.6	63221.95	Secondary bile acid biosynthesis	Metabolism	Lipid metabolism
Secondary metabolism	1764.15	434.15999999999997	623.0	965.5	590.9000000000001	115.41	4329.95	958.9	318.43	11657.64	1137.85	1161.27	505.79999999999995	1773.1000000000004	1003.0	1422.75	1326.63	4967.36	1809.1599999999999	1323.5	1891.6999999999998	1514.7600000000002	819.0999999999999	1593.33	Secondary metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
ko02044	973945.0599999984	540504.5800000001	933581.2700000001	846534.5299999998	869037.0699999986	824437.8300000016	875319.9300000019	854131.4199999986	884095.7300000013	683096.9399999997	960637.3800000013	941182.8200000013	893043.4099999978	768616.5600000017	736053.0199999996	792889.8899999993	831111.6399999986	892123.0699999997	719436.5100000005	793225.2700000007	938620.5500000024	884367.3199999981	911859.650000002	808662.0799999995	Secretion system	Brite Hierarchies	Protein families: signaling and cellular processes
ko00450	242719.6	196465.21999999997	233476.71000000002	290568.74	319338.4199999999	342981.6	255190.30000000005	319403.54	300019.07999999996	163400.30000000005	309372.53	308992.57	257502.22000000012	270087.72000000003	214491.21999999997	229868.8	270790.9600000001	275906.9199999999	251891.07	281818.92	306230.5899999999	256717.83000000002	291485.77999999997	237127.94000000003	Selenocompound metabolism	Metabolism	Metabolism of other amino acids
ko04726	15.0	9.5	42.5	0.0	0.0	18.5	39.0	5.0	10.0	15.0	31.33	48.67	10.0	0.4	269.5	30.17	13.33	5.0	12.0	197.5	56.0	1.0	19.0	345.83	Serotonergic synapse	Organismal Systems	Nervous system
ko00909	10.0	4.0	73.34	0.0	1.34	0.0	1695.66	2.0	565.34	12818.66	57.0	4.0	151.66	16.66	740.0	2877.34	1895.0	19.0	7060.66	121.66	2.0	1.6600000000000001	2.0	0.0	Sesquiterpenoid and triterpenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
ko05131	28668.999999999996	11573.070000000005	33199.45	11322.7	21157.999999999996	10927.699999999999	24506.75	15005.9	14402.89	22840.07	36068.86	15779.039999999999	27304.0	17514.32	16423.25	16805.859999999997	16120.560000000001	27591.58	13777.61	22360.17	27533.75	18339.230000000003	20795.9	21382.58	Shigellosis	Human Diseases	Infectious disease: bacterial
ko04550	0.0	46.0	350.0	2748.0	282.0	0.0	40.0	888.0	0.0	0.0	0.0	1.0	728.0	463.0	302.0	82.0	3.0	405.0	0.0	690.0	620.0	1.0	3811.0	0.0	Signaling pathways regulating pluripotency of stem cells	Cellular Processes	Cellular community - eukaryotes
Signaling proteins	125772.55000000005	84201.86999999998	121762.88	127573.86000000002	118843.12000000004	124997.72999999997	119564.69000000003	135671.82000000007	123640.84999999998	83229.80000000002	144144.87000000005	137026.18999999997	121389.11999999998	114821.65	104514.18000000001	108728.10000000002	129555.88	126617.31999999999	98502.64999999998	113083.79	143961.15999999992	122649.67	127162.55999999997	116394.86000000002	Signaling proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
ko05222	843.0	274.0	3215.0	322.0	247.0	0.0	436.0	1106.0	2991.0	43.0	295.0	1137.0	148.0	262.0	180.33	1054.0	851.0	1141.0	503.0	362.0	1580.0	225.0	46.0	221.0	Small cell lung cancer	Human Diseases	Cancer: specific types
ko00600	154963.33	227424.84999999998	158811.25	303730.67	336885.49000000005	395114.56	217048.79000000004	375178.85000000003	300395.3299999999	157986.27	318920.11	272382.18999999994	218944.5	302893.66	161878.72	184369.18999999994	243218.16	210480.58	297344.95	348640.93	261417.61000000002	239084.18999999997	270351.8	164989.57	Sphingolipid metabolism	Metabolism	Lipid metabolism
ko04071	0.0	10.0	0.0	0.33	23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	9.0	1.0	0.0	3.0	1.67	28.0	0.0	Sphingolipid signaling pathway	Environmental Information Processing	Signal transduction
ko05017	7405.45	11671.5	7212.6	16067.75	19813.95	30967.5	10484.65	17648.1	16277.2	3229.0	11147.5	14124.9	11245.9	16339.5	5858.43	5678.55	14172.7	10959.9	18023.15	18903.25	15683.75	13120.0	14537.1	6523.85	Spinocerebellar ataxia	Human Diseases	Neurodegenerative disease
ko03041	0.0	19.0	3.0	58.0	175.0	71.0	40.8	0.0	2.0	787.0	0.0	268.0	0.0	109.0	565.0	76.4	1.0	32.0	118.0	15.0	57.0	40.0	123.0	198.0	Spliceosome	Brite Hierarchies	Protein families: genetic information processing
ko03040	0.0	19.0	3.0	51.0	175.0	71.0	40.8	0.0	2.0	787.0	0.0	267.0	0.0	109.0	565.0	76.4	1.0	32.0	118.0	15.0	57.0	40.0	123.0	198.0	Spliceosome	Genetic Information Processing	Transcription
ko05150	4485.25	1345.65	1166.25	1208.5	1679.25	6280.0	1772.25	5226.85	592.5	707.5	1844.83	1000.77	4522.25	1483.1499999999999	1404.0700000000002	1328.5700000000002	1407.68	12394.25	2489.5	432.25	978.75	1596.6499999999999	7305.0	1771.83	Staphylococcus aureus infection	Human Diseases	Infectious disease: bacterial
ko00500	765292.6599999997	681020.0100000004	875564.91	901664.2099999997	1111991.7500000002	1187896.2300000004	867206.2800000001	1098581.2800000003	1165202.7499999995	535672.5900000001	1240813.6399999994	1171086.1800000002	976044.7199999999	992189.8200000003	751281.7899999998	746253.5200000001	998949.69	880408.9300000002	924104.5700000001	1047451.97	1012501.2500000005	1001952.5299999998	1009659.64	925388.8799999995	Starch and sucrose metabolism	Metabolism	Carbohydrate metabolism
ko00100	0.0	1.0	36.67	0.0	0.67	0.0	845.33	1.0	277.67	6409.33	26.0	0.0	73.33	8.33	369.0	1427.67	945.0	0.0	3524.33	60.33	1.0	0.33	1.0	0.0	Steroid biosynthesis	Metabolism	Lipid metabolism
ko00984	6.0	0.0	0.0	0.0	70.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Steroid degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko00140	8413.7	11169.0	5118.5999999999985	16707.25	21146.95	25590.0	11615.9	26659.52	13428.7	3559.25	11979.75	13193.4	11788.15	17435.92	6922.1	10182.55	15487.37	11210.15	14783.15	20887.75	13961.0	14499.5	15339.6	7462.35	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
ko00945	234.0	2.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	2.0	Stilbenoid, diarylheptanoid and gingerol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
ko00521	300183.55	243343.32	279085.61	316728.24	328716.71	345005.09	277045.24000000005	338078.35	362634.41000000003	139055.80000000002	388166.92999999993	345380.83999999997	290493.13	333005.32000000007	237709.14999999997	255259.56000000003	328601.55000000005	286806.48	301056.11	361927.41000000003	328168.28	316030.26	317839.7	273524.24000000005	Streptomycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
Structural proteins	170313.34000000005	255314.22999999992	156168.63	341045.25000000006	301211.9399999999	361956.17999999993	214431.15999999997	391418.29999999993	270928.58999999997	180680.07000000004	258327.2800000001	262942.5499999999	201998.04000000004	298054.95000000007	178465.97999999998	198428.60000000003	227753.02000000005	271840.97000000003	267550.5799999999	316988.94	315989.0499999998	224400.88	297482.80000000005	163793.33999999997	Structural proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
ko00643	9816.1	3890.1600000000003	6482.0	7507.0	2626.4	3355.35	5305.43	3110.94	5916.9	2910.7	6342.69	6901.61	6145.7	5810.04	5491.0	5831.86	7203.86	9263.75	5600.75	3032.5	5622.05	6730.73	6765.969999999999	6011.49	Styrene degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko00920	276251.45999999996	231477.04999999996	256843.74000000008	317773.5200000001	319818.4199999999	331178.6600000001	280806.74	347122.08	295554.66000000003	234179.84	388934.52	348973.44999999995	289671.9800000002	311379.3700000001	230416.31000000003	246543.73	300940.1200000001	301303.18999999994	282602.97000000003	300911.19	340910.3199999999	288405.43000000005	305447.37	258774.98	Sulfur metabolism	Metabolism	Energy metabolism
ko04122	229802.72000000006	125990.45000000001	222383.55999999997	197945.61	234844.68000000005	235614.05999999994	201832.21999999997	218500.19	216780.43999999997	118293.00000000001	233647.40000000002	231456.66999999998	225600.61000000004	188544.37999999995	168692.19	183381.03	216639.88	184206.11	169564.69999999995	200500.66	224816.63	222206.86000000002	224604.18999999994	192546.03000000003	Sulfur relay system	Genetic Information Processing	Folding, sorting and degradation
ko04721	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Synaptic vesicle cycle	Organismal Systems	Nervous system
ko00072	30299.87	6920.0	31176.75	10537.5	9550.25	14797.140000000001	20079.13	10157.960000000001	25495.8	6526.61	18442.24	14334.24	20249.65	12364.710000000001	14597.0	18041.309999999998	22368.9	20372.84	12924.33	9967.5	17763.6	21567.420000000002	12559.779999999999	21238.660000000003	Synthesis and degradation of ketone bodies	Metabolism	Lipid metabolism
ko00430	94884.22	81479.04999999997	91061.94	128506.14000000001	132548.44000000003	157678.74999999997	106392.89000000001	124434.48000000004	132142.13999999996	56986.000000000015	125414.98000000003	131106.02	103628.35999999999	124125.73	82706.54	85806.20000000001	122833.75999999998	122283.56	110086.37000000001	126704.15	123158.04999999999	112870.72000000002	117588.04999999997	102312.12000000001	Taurine and hypotaurine metabolism	Metabolism	Metabolism of other amino acids
ko00900	461813.09	300467.43	416758.59000000014	410563.0400000001	469007.4899999999	494592.70999999985	390870.13000000006	485195.35000000003	450542.49999999994	188402.62000000002	465461.63	461964.04000000004	420334.00000000006	411408.92000000004	349553.35	384166.85000000003	435039.62	410785.3300000001	376016.56999999995	419443.92000000004	452317.24999999994	428532.07	426289.77999999997	374169.4000000001	Terpenoid backbone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
ko04659	41569.73	30265.57	37458.24000000001	41773.73	41266.37	41904.11	35997.37	42738.65	43266.73	16622.520000000004	46058.68	41269.04	36851.41	38637.210000000014	31186.47	35846.08999999998	39261.83	31857.19	34460.87	39821.2	40398.27	40090.52	39642.57	33182.960000000014	Th17 cell differentiation	Organismal Systems	Immune system
ko04714	63377.3	75772.62000000001	63754.97	98099.42	96111.24	116738.49	66527.4	123965.99	92563.85	24005.58	86232.62999999999	90533.2	64123.87	97934.80000000002	53400.05000000001	63978.69000000001	79616.12	83308.33999999997	82529.97000000002	104771.69	94442.97999999998	82187.45	91308.53999999998	52328.98	Thermogenesis	Organismal Systems	Environmental adaptation
ko00730	488311.8299999999	360623.97	461452.62999999995	463640.7700000001	544191.45	588602.39	441795.51	546030.16	490184.73000000004	229720.40999999997	536531.39	520515.29000000004	473034.82000000007	472182.68000000017	382472.44999999995	426540.18000000005	490909.9300000001	427987.11000000004	438503.89	491869.66	502512.12	484679.95000000007	493536.07999999996	418997.18	Thiamine metabolism	Metabolism	Metabolism of cofactors and vitamins
ko04919	74922.52	59946.07000000001	87242.97	86466.0	116481.83	114804.96	76691.84000000001	107087.68	111418.93	42475.84	106606.69	107065.98	93333.73	92534.08	70185.82	79494.88000000003	88471.31999999998	70905.64	80500.56999999999	98106.28	93978.06	91919.43	96121.16	85493.31	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
ko04918	21578.25	20370.359999999997	15000.82	15684.830000000002	21547.670000000002	25277.08	13819.759999999998	19416.969999999998	15408.0	6704.719999999999	12943.42	10634.539999999999	12795.050000000001	15709.03	12889.55	12939.68	10227.94	15983.330000000002	16003.330000000002	17685.82	18998.5	13693.960000000001	19015.45	5083.3899999999985	Thyroid hormone synthesis	Organismal Systems	Endocrine system
ko04530	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	Tight junction	Cellular Processes	Cellular community - eukaryotes
ko04624	10.0	114.9	3.0	0.0	40.8	110.35	7.05	3.42	90.0	0.0	33.75	10.0	21.0	85.17	58.75	34.5	8.17	166.2	24.25	3.75	10.75	100.0	484.65	8.5	Toll and Imd signaling pathway	Organismal Systems	Immune system
ko00623	201.8	22.29	1404.5	223.0	21.8	35.79	3012.23	59.40000000000001	583.2	6320.81	510.53	504.2000000000001	20.1	82.2	88.5	82.16999999999999	513.1	2942.19	1644.58	733.0	1248.9	108.49	384.2	34.25	Toluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko05145	843.0	274.0	3215.0	322.0	247.0	0.0	436.0	1106.0	2991.0	43.0	295.0	1137.0	148.0	262.0	180.33	1054.0	851.0	1141.0	503.0	362.0	1580.0	225.0	46.0	221.0	Toxoplasmosis	Human Diseases	Infectious disease: parasitic
Transcription	65011.61	40683.22	62984.03999999999	51600.24	56090.07000000001	65942.67000000001	65239.42	54916.15	74446.33	49551.890000000014	66309.86000000002	63193.86	56481.780000000006	49549.590000000004	48937.2	51542.59	57635.08	67425.44	46549.58	50864.54	62952.66999999999	60470.24	61359.310000000005	52414.52000000001	Transcription	Not Included in Pathway or Brite	Unclassified: genetic information processing
ko03000	1245055.5	675034.7899999997	1240992.97	1025208.5800000001	1191995.95	1157080.2000000007	1150381.5000000014	1021041.779999998	1345394.8299999998	746645.5299999993	1387167.439999999	1355197.39	1256386.7899999982	1028078.8000000017	963225.88	990120.8200000004	1179146.579999998	1066795.81	898536.1400000004	1026668.2400000002	1157289.3400000017	1217215.9499999983	1127616.43	1154592.4699999997	Transcription factors	Brite Hierarchies	Protein families: genetic information processing
ko03021	887008.5999999999	605078.94	862787.1100000001	790580.6899999998	906894.81	923128.4700000001	801737.2200000002	864704.1099999999	958542.9500000003	352189.67999999993	946945.2900000003	927935.3300000003	864905.3899999998	834877.7900000005	704903.4299999999	765290.1800000002	863438.8799999997	758443.96	726188.8200000002	843531.18	891541.7700000003	888752.5299999996	839523.8600000001	786886.18	Transcription machinery	Brite Hierarchies	Protein families: genetic information processing
ko03016	2278778.670000005	1574114.710000001	2116280.6199999987	2198487.03	2377089.0800000015	2474764.97	2056497.670000002	2475658.3600000045	2377173.679999999	1077815.4800000007	2396738.7199999965	2417367.719999999	2178350.6899999995	2135304.4699999983	1819041.6200000006	1989754.5900000008	2232895.5800000005	2103110.860000002	1940911.5400000038	2186417.5300000017	2380624.3800000004	2253480.1699999995	2239690.0499999966	1974982.060000001	Transfer RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing
Translation	38079.04	9311.99	35832.59	23946.129999999997	24868.190000000006	19496.52	30220.409999999996	18422.78	27821.0	12891.029999999999	28553.25	35720.14	35249.53	20615.14	27367.5	27699.79	28631.300000000003	28112.5	20543.22	18285.17	23775.55	34930.56	22836.58	34442.66	Translation	Not Included in Pathway or Brite	Unclassified: genetic information processing
ko03012	624252.1999999998	443537.0599999998	574773.0200000003	626234.7000000001	661798.73	696169.9500000001	564539.3100000003	701668.6299999999	657412.5700000003	284392.1600000001	644188.9100000001	653866.2400000001	591226.88	596089.6000000001	492839.4299999999	548642.1100000001	611199.5599999998	573359.17	541259.25	617378.3	663689.7400000002	613991.0699999998	634018.4400000002	529945.1999999998	Translation factors	Brite Hierarchies	Protein families: genetic information processing
Transport	372627.7099999999	411842.72	344853.1899999999	619350.49	589173.19	673364.76	395596.0400000001	685399.3699999999	542204.0	262847.98000000004	525705.71	541208.74	441481.6200000001	530442.02	362073.9099999999	385095.67000000004	457718.82999999996	453632.84	449090.32999999996	549852.9999999999	514723.73	458127.73	574012.5700000001	376176.9	Transport	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
ko02000	6546708.419999944	4455995.520000008	6329151.159999993	6995963.940000005	7360796.489999945	7437882.090000015	6056149.520000013	7138439.529999955	7522677.2900000485	4005499.8700000243	7317000.419999973	7493442.43000005	6765460.640000028	6273826.9600000465	5392427.280000002	5586188.259999976	6292369.330000029	6191982.169999982	5469043.65000002	6388480.210000005	6988254.029999967	6498848.150000058	7360750.490000043	5888895.009999997	Transporters	Brite Hierarchies	Protein families: signaling and cellular processes
ko00960	91284.73	75097.03	77552.99	104060.98000000003	104208.31	124748.26999999997	85954.88	132650.93	99613.15000000002	49136.88	107942.57999999999	101515.61000000002	85736.83000000002	100028.56000000003	73098.47	81830.0	95173.53000000001	106245.34999999999	91119.22000000002	100892.35	105726.83000000002	89251.61000000002	98567.32999999997	76542.95999999999	Tropane, piperidine and pyridine alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
ko00380	95163.69000000002	53593.38000000001	87083.56999999999	93471.18	64607.93	78124.93999999997	88728.28	79837.70000000001	107361.29	70556.21	104926.27	86609.67999999998	69149.85999999999	86793.69999999998	58838.68000000001	76501.10000000002	96857.79000000001	79984.64999999998	91366.71999999997	79097.57	87857.36	86058.12	75187.58999999997	71778.51000000001	Tryptophan metabolism	Metabolism	Amino acid metabolism
ko05152	132088.66000000003	94539.73000000001	120591.25	128381.84999999999	146031.72	153538.88	116377.71000000005	147836.01000000004	138442.35	56723.59000000001	135578.57	139793.29	125937.21	125097.13000000002	99097.12999999999	111272.61999999998	131708.11	123194.67000000003	116519.86000000002	132886.86000000002	139601.78	127217.70999999999	132930.77	106932.03	Tuberculosis	Human Diseases	Infectious disease: bacterial
ko02022	532375.66	383772.1499999999	539652.92	584905.4399999998	639653.0	619474.5100000004	514952.7800000001	587823.9	599522.1599999998	338339.2600000002	690062.3500000002	635315.6899999998	602817.1800000003	553775.33	444856.27999999997	479142.05999999994	517894.7500000004	508675.8700000001	436672.2200000001	550292.4199999999	621379.5299999997	539530.46	688093.0900000007	475730.62000000005	Two-component system	Brite Hierarchies	Protein families: signaling and cellular processes
ko02020	1452606.1699999995	979125.0100000015	1345112.49	1432843.73	1485644.100000001	1484845.1100000022	1337960.0700000012	1375737.98	1401837.2600000012	986604.8699999995	1670552.2299999995	1494290.0600000003	1424044.9399999955	1378517.5600000012	1117696.8699999994	1182475.0600000003	1322666.5699999966	1333783.7199999993	1185584.6700000023	1385819.1499999994	1521788.3100000045	1353007.8299999966	1560851.8499999985	1201821.2799999998	Two-component system	Environmental Information Processing	Signal transduction
ko04940	50403.770000000004	41615.37	44432.650000000016	58349.6	62305.21	68756.70999999999	51397.16000000001	59846.850000000006	55411.53	30919.83	54951.83	56840.84	50764.22	56792.01000000001	39561.81	44900.53999999998	56119.14	50802.74000000001	54723.100000000006	60795.450000000004	56108.89	54740.82	55915.119999999995	43610.72	Type I diabetes mellitus	Human Diseases	Endocrine and metabolic disease
ko01052	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Type I polyketide structures	Metabolism	Metabolism of terpenoids and polyketides
ko04930	42291.75	28061.51	37606.24	41529.06	43170.02000000001	43731.0	37094.33000000001	46817.17000000001	41767.63	20443.43	46685.56000000001	42421.94	38172.860000000015	39755.08	31967.219999999994	34529.959999999985	40009.200000000004	38015.23	37313.66	40429.2	40195.17	39129.210000000014	39124.469999999994	36425.210000000014	Type II diabetes mellitus	Human Diseases	Endocrine and metabolic disease
ko00350	129009.28000000009	103819.52999999996	116781.06	150618.82	150009.08000000005	165471.36000000004	128608.21999999999	180954.99000000005	152863.37999999998	100702.09000000001	151931.53000000006	148522.48999999993	129108.05999999998	135861.31999999995	105605.72	119174.99000000003	127230.59999999999	152445.26999999996	125269.58	138840.1	149537.2799999999	126703.10000000002	149265.68999999992	106943.30000000002	Tyrosine metabolism	Metabolism	Amino acid metabolism
ko00130	120138.58000000002	113437.80999999997	81468.74	160651.8	139146.73	157006.63	121446.58000000002	219034.45	111598.23999999999	146447.38000000003	112933.28000000001	107796.98	94292.25999999998	147234.05	89595.09000000003	118842.69000000003	108868.99	131859.88	146856.31000000003	147024.16999999998	143675.01	100546.94000000002	127214.47000000002	65214.009999999995	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	Metabolism of cofactors and vitamins
ko04120	472.0	0.0	0.0	0.0	0.0	0.0	826.0	0.0	0.0	0.0	0.0	0.0	0.0	462.0	48.0	52.0	28.0	72.0	242.0	0.0	20.0	49.0	0.0	6.0	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
ko04121	10180.3	10626.62	4924.52	16370.41	21165.3	25712.79	12769.59	26669.700000000004	12777.43	6420.99	11014.38	13740.8	11210.93	15611.56	6566.52	8885.15	14737.07	12438.24	15584.94	19483.25	15140.47	11022.61	15263.25	6274.43	Ubiquitin system	Brite Hierarchies	Protein families: genetic information processing
Unclassified viral proteins	83910.09	58917.619999999995	85009.67000000003	79744.68000000001	89681.53	91223.01999999999	74160.12000000002	89471.86000000002	85692.82999999999	34854.54000000001	89387.16	88100.58	85376.27	79565.77	69191.48999999999	76250.38	84594.01000000001	78985.43000000002	71201.34	83219.49	92364.29	81982.19999999998	90231.0	74464.58	Unclassified viral proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
ko00290	426916.63	290005.89999999997	406486.09	398801.23	462777.61000000004	468147.11000000004	391976.8600000002	450332.79	451999.07	228377.89	451953.65	456087.4199999999	407100.9900000001	399301.94	345738.45999999996	374631.6699999999	405859.73000000004	353509.85	375913.1	402085.95000000007	409179.69999999995	409209.39000000013	413708.7999999998	363829.54000000015	Valine, leucine and isoleucine biosynthesis	Metabolism	Amino acid metabolism
ko00280	201786.35000000003	136375.55999999997	172298.97	229558.59	201364.0100000001	245871.97	188483.39	249223.14	225167.35	130236.03000000004	242629.79999999996	212048.76000000004	166997.03999999998	200059.98	137961.97	168653.12000000002	206197.63	187762.31	208603.76999999996	208314.27	192063.62999999998	184259.37999999998	190400.04999999996	156952.80000000002	Valine, leucine and isoleucine degradation	Metabolism	Amino acid metabolism
ko01502	283188.7	167040.43999999997	251306.4400000001	243169.19999999998	275685.11	278290.00999999995	242964.63000000006	258333.77000000005	273999.86	133669.02	285448.51999999996	299653.75	271479.29000000004	238023.2	219064.8	237041.18000000002	272554.24	238087.37000000005	229250.51	242295.63	262008.19999999998	271226.74	255731.14	249233.89	Vancomycin resistance	Human Diseases	Drug resistance: antimicrobial
ko00513	61105.24	85525.92	38214.92	128587.92	132236.94	159694.78999999998	72799.89	169247.41999999998	90633.34	65609.34	92460.43	86189.8	67812.38	111297.12	46847.11	77253.93000000001	77360.97	76530.79	125103.11	132157.06	86033.68	80463.01	100472.35	47481.77	Various types of N-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
